mcEdepQuenched,BerekelyAlphaBeta
0.215043,2.41341
0.217664,6.29749
0.217989,2.9734
0.218039,-8.16098
0.217898,2.69354
0.218018,14.7225
0.218367,13.2842
0.221326,9.5041
0.214396,4.33639
0.215524,4.16203
0.222932,8.44143
0.22048,-0.188253
0.21537,-0.386662
0.220581,3.64793
0.219956,3.60067
0.217037,5.44594
0.219022,-5.81569
0.216371,-11.713
0.219719,-1.81637
0.2229,2.57587
0.214001,-1.1948
0.219344,12.6508
0.218582,7.37228
0.216195,4.58863
0.217045,-0.307896
0.217478,6.1398
0.217127,9.99396
0.217852,0.52509
0.218616,-0.724333
0.219152,-3.53168
0.215991,0.309864
0.217812,3.49298
0.219531,-1.518
0.216229,2.559
0.215274,1.23377
0.218761,2.48321
0.216757,-0.0250957
0.218087,3.67987
0.218723,14.2236
0.217149,7.94085
0.215269,9.61034
0.21885,6.27146
0.217796,-2.4746
0.216903,1.7132
0.214675,-0.00900318
0.217242,1.04112
0.217088,-1.57752
0.218613,2.95327
0.22094,0.967522
0.222431,3.90796
0.218023,5.90081
0.215322,0.20783
0.224326,3.00876
0.219364,5.84798
0.216977,8.38211
0.219092,-1.09493
0.214451,4.39107
0.218876,5.9051
0.216157,-3.9703
0.215786,11.8762
0.217141,-3.29078
0.219575,5.93553
0.216429,4.73405
0.21536,7.30093
0.212077,3.57899
0.215396,6.29187
0.217127,-0.881972
0.217293,-1.61922
0.214487,0.940494
0.217991,1.31296
0.214579,1.44022
0.215623,2.10378
0.219247,3.35101
0.216645,7.25988
0.222591,8.74509
0.220401,1.74293
0.216271,8.98592
0.21892,10.1504
0.21887,-2.98591
0.21536,5.89453
0.216095,2.03898
0.216266,-2.0054
0.221422,0.721171
0.217896,9.44084
0.216915,5.35744
0.218969,4.5276
0.217544,2.73592
0.222374,4.69169
0.222282,1.68945
0.220012,5.90639
0.220429,-7.64986
0.215334,-0.154213
0.217385,7.65253
0.221037,1.26768
0.21698,7.30435
0.216863,7.68029
0.220609,2.04652
0.218916,3.56303
0.215543,7.28322
0.223243,7.60344
0.214626,6.42566
0.224032,9.47885
0.218917,3.39841
0.21868,-1.5475
0.220356,0.286544
0.219161,7.86435
0.216498,-0.440265
0.213764,-2.31219
0.22069,4.28384
0.21906,1.11384
0.219357,4.07621
0.215883,1.76515
0.223007,-0.760099
0.217749,-0.901514
0.220797,6.12876
0.216134,5.03292
0.218002,4.31314
0.217093,3.96836
0.21874,0.520412
0.215574,7.36895
0.217847,0.228727
0.219001,3.54966
0.218469,0.0514296
0.217481,4.17338
0.216831,10.1058
0.217398,11.5372
0.218064,1.87019
0.213434,2.67323
0.215633,9.42445
0.217796,0.751625
0.215156,5.72025
0.219528,-3.93277
0.218011,5.23932
0.215608,1.23293
0.214878,-0.67
0.220221,7.47323
0.218758,10.9584
0.217905,7.64618
0.220351,5.573
0.216985,8.58882
0.217126,10.4691
0.218213,2.32764
0.218155,-2.91291
0.214996,6.03714
0.218896,3.74919
0.219579,8.07351
0.216527,7.10483
0.219197,3.06783
0.217385,4.66106
0.218391,5.00117
0.218392,6.26721
0.218538,5.96858
0.21784,7.74412
0.218306,-4.81042
0.220722,5.84717
0.219265,3.77523
0.216418,-0.525301
0.217152,5.66339
0.217705,0.402804
0.216653,1.83855
0.220467,-0.12923
0.216077,4.29974
0.216772,3.20853
0.215908,4.91183
0.21845,-4.17721
0.217728,6.70615
0.217049,7.80199
0.220576,1.8938
0.213341,1.63621
0.218439,0.622843
0.213364,-0.55565
0.221168,8.1711
0.218341,-4.90247
0.21683,-0.288324
0.21492,2.45483
0.220601,2.59718
0.216867,3.13788
0.217714,1.18474
0.215716,3.65286
0.217938,3.69543
0.214862,6.44667
0.218597,1.15134
0.212635,2.87801
0.214925,-1.66423
0.215092,1.46288
0.217557,0.91042
0.219198,8.01147
0.218088,3.29569
0.2195,-3.99077
0.223783,9.83608
0.218457,6.46025
0.21766,-4.14883
0.218429,5.54237
0.217649,6.79028
0.222601,11.2048
0.217338,1.37204
0.212653,3.36047
0.221482,4.33084
0.217837,5.00706
0.216055,2.99187
0.222175,9.27889
0.218356,1.8245
0.217474,-1.12805
0.215792,-3.31672
0.219047,-1.04215
0.219533,14.983
0.219293,8.88615
0.214112,3.84734
0.216717,6.91643
0.217839,4.47869
0.223791,6.19663
0.219807,1.61506
0.215666,3.51887
0.218653,4.25996
0.219017,9.79714
0.214477,4.99468
0.218972,3.59905
0.217246,6.76314
0.213506,7.01281
0.215447,4.17587
0.219599,-0.431908
0.217504,-1.64149
0.215483,5.14062
0.219472,-4.08627
0.217717,0.183333
0.218415,2.72094
0.217237,4.26024
0.215558,-0.185817
0.217982,5.44838
0.21852,-4.22004
0.219579,4.7073
0.220302,-3.30322
0.220477,1.2434
0.213444,2.83634
0.216716,8.48581
0.219213,5.33868
0.219063,0.954099
0.215012,4.94226
0.218293,-1.89309
0.22032,2.72912
0.218216,0.125142
0.221539,3.51323
0.218392,8.85122
0.222064,2.23731
0.221617,6.05173
0.219219,4.85484
0.218359,5.40046
0.219499,7.4911
0.217612,8.68242
0.218669,7.30434
0.215885,5.10524
0.220796,0.733682
0.219454,11.5198
0.2182,8.54319
0.217198,4.19099
0.215017,2.7636
0.217976,-1.47782
0.215184,5.25346
0.217315,-0.334977
0.218585,6.3763
0.21912,2.23856
0.21922,1.07222
0.217037,10.8983
0.220588,2.738
0.220388,11.8871
0.219609,4.18601
0.215111,0.498438
0.222856,3.00904
0.220077,5.61215
0.221096,7.0757
0.21516,-1.88033
0.218463,4.91693
0.220135,0.904212
0.215569,-2.10853
0.218145,6.05395
0.217383,-3.0163
0.219553,4.85229
0.218138,1.75835
0.217103,9.68152
0.215582,1.73643
0.219563,4.00885
0.220325,6.39494
0.218656,-4.62517
0.219005,1.78467
0.215316,10.5957
0.214606,-2.9249
0.216643,8.68119
0.214839,5.79608
0.218861,-3.76238
0.220708,6.22838
0.214182,-3.08111
0.213075,-1.50661
0.218733,8.08322
0.216425,5.15525
0.21394,13.0917
0.216184,3.53197
0.219632,-0.361703
0.215616,-1.99313
0.22038,-3.88003
0.21709,7.80604
0.214598,4.12251
0.2158,7.35584
0.220285,8.55483
0.211573,1.33996
0.212443,3.33693
0.223455,3.05706
0.216324,-0.463104
0.219638,0.972265
0.217261,13.3444
0.215447,11.1861
0.219373,5.68657
0.218114,5.72307
0.221556,5.95427
0.217403,7.10839
0.220087,1.80769
0.214893,5.26933
0.215883,-4.08819
0.217237,-4.51896
0.216149,5.41547
0.215949,9.02467
0.216296,5.73132
0.218075,-2.67572
0.218634,11.9668
0.218438,4.69009
0.218502,4.82776
0.218981,2.22002
0.214842,-2.60325
0.21617,1.20085
0.214752,-0.727236
0.218416,14.2565
0.216907,5.4642
0.216473,2.98446
0.219442,0.773019
0.217212,-1.01128
0.215942,7.38282
0.219256,3.9921
0.218966,2.04911
0.216055,7.5895
0.218086,6.66116
0.215113,7.86313
0.219513,1.4181
0.216297,-2.01387
0.217275,2.06391
0.218364,11.8016
0.220804,-0.243919
0.216363,15.2999
0.217417,0.107611
0.21663,7.01739
0.215664,8.91028
0.223348,1.14823
0.215835,3.64777
0.219318,0.531466
0.217506,1.49756
0.218224,-0.728213
0.21699,0.915778
0.219057,6.62997
0.219475,-2.03493
0.219475,0.791603
0.217833,3.46396
0.218022,-0.653115
0.219226,4.07967
0.217457,0.542775
0.21422,-0.194157
0.217126,4.6148
0.215903,6.91977
0.219118,-4.14206
0.222917,1.11506
0.217777,10.5563
0.218142,0.386972
0.223837,-1.97182
0.21925,2.04867
0.214587,7.19228
0.217311,4.86663
0.220395,2.87892
0.219605,3.66025
0.216635,3.34549
0.223067,-0.801058
0.219416,-0.779813
0.220075,4.70627
0.218688,2.75859
0.215609,0.820053
0.218819,0.0105649
0.220737,1.76515
0.217236,8.82354
0.218118,4.39846
0.216268,4.19188
0.21816,-0.0965077
0.21593,1.4407
0.218061,1.83195
0.215055,6.50988
0.21778,-0.340653
0.213036,3.58739
0.215131,2.08295
0.215206,5.0508
0.218886,-2.82872
0.21795,0.752015
0.214934,-0.502718
0.215305,4.73847
0.215898,-3.66067
0.213953,5.72333
0.216866,8.90695
0.214461,5.06158
0.216118,-2.66946
0.21527,5.35924
0.221993,2.63749
0.22082,2.12973
0.217569,8.146
0.218328,10.3523
0.220285,4.40851
0.22111,5.35472
0.216532,0.934862
0.21748,-3.74244
0.215595,1.91937
0.216707,0.800725
0.211551,5.34483
0.219231,7.73305
0.221185,3.57852
0.219022,4.35789
0.21522,-4.51157
0.217698,-0.683663
0.216408,11.9247
0.21324,5.93078
0.217931,6.68064
0.21612,6.8518
0.221826,1.43937
0.218614,5.51443
0.218611,8.8577
0.224001,4.30484
0.215456,4.90559
0.217949,-5.08675
0.214419,6.31082
0.220554,5.5488
0.220012,-2.59939
0.214764,4.30136
0.218507,10.1631
0.215879,3.88906
0.218311,7.33841
0.220084,8.27702
0.215765,7.73317
0.214534,2.87255
0.21942,11.9638
0.216227,2.5899
0.217947,0.0140518
0.219089,0.700122
0.215854,6.98774
0.213552,6.87736
0.218402,2.68995
0.216493,1.74107
0.216246,2.443
0.214643,1.52306
0.217228,-3.50807
0.220743,0.662937
0.218876,3.75481
0.219776,0.536059
0.216039,6.07358
0.215714,6.4302
0.214143,4.88579
0.219976,5.08827
0.214405,2.51553
0.216285,-2.35401
0.220725,1.53883
0.213924,1.3432
0.219914,-2.02336
0.221921,13.8375
0.217121,6.09326
0.21657,-2.56057
0.21963,0.527515
0.215869,3.4669
0.219554,10.7922
0.215924,6.24531
0.216609,-1.45062
0.214643,9.82752
0.21844,1.84187
0.217708,-1.97254
0.218162,5.01419
0.217762,4.72435
0.219773,4.25102
0.220414,6.58955
0.218738,-1.54675
0.222317,3.13238
0.22183,0.243339
0.216715,1.1848
0.213667,14.3319
0.216516,5.61892
0.218903,5.9795
0.21618,7.90273
0.217962,9.1177
0.219122,6.58416
0.218499,3.60837
0.218535,4.5711
0.219883,12.7927
0.219829,8.01228
0.220543,7.62118
0.216796,8.70128
0.216242,-4.19951
0.21965,7.83096
0.215394,6.6583
0.21923,8.77566
0.223838,6.43832
0.22186,2.27064
0.217048,4.33543
0.216973,8.07561
0.220858,7.92386
0.221808,7.37947
0.222385,6.63349
0.218719,1.8139
0.219656,4.37274
0.218054,4.62837
0.216044,-0.679066
0.218534,1.50958
0.216196,1.35036
0.218276,6.80921
0.218447,8.07451
0.217308,1.89047
0.219936,0.473732
0.217248,7.41227
0.218276,4.72419
0.216284,1.63728
0.218179,12.3536
0.220709,10.9252
0.220009,-2.46866
0.220884,2.18761
0.218323,6.16156
0.219258,-3.76829
0.21781,-2.99409
0.21858,0.1953
0.213747,1.38525
0.218205,-2.05717
0.214976,-3.67249
0.221363,4.11823
0.218283,3.01842
0.214317,0.0326273
0.216579,-3.8972
0.219343,6.51326
0.216905,5.45248
0.219399,11.1939
0.219065,14.5081
0.217201,8.4658
0.219745,11.2603
0.217501,16.2699
0.215599,3.79486
0.21797,8.39182
0.21951,-1.66225
0.222138,14.6422
0.219718,6.31739
0.217137,1.25169
0.21764,1.87699
0.218979,0.764604
0.219676,-0.0469285
0.218,7.33
0.217997,3.20123
0.216809,-2.22785
0.2221,9.03088
0.215732,2.51232
0.218755,5.04365
0.222487,9.55242
0.217877,8.21667
0.218756,9.08242
0.218042,1.78837
0.220102,11.154
0.220978,1.69564
0.220775,-1.02982
0.215246,2.79885
0.217634,2.80255
0.216013,4.27029
0.22334,2.41081
0.218709,2.23967
0.217195,1.35863
0.215683,4.25265
0.216583,-1.33543
0.214075,5.94073
0.220847,-4.33428
0.215062,3.80149
0.219861,2.35366
0.222715,2.16898
0.216372,8.95962
0.217784,2.58692
0.218946,1.43843
0.21463,0.548735
0.222337,7.4767
0.219533,2.23215
0.214481,3.84805
0.216586,6.09692
0.216785,3.74713
0.217212,1.79711
0.217976,-0.302468
0.216534,5.25636
0.217327,6.54935
0.216386,-1.76283
0.217903,6.12935
0.218826,4.69083
0.218894,6.4678
0.214835,3.77892
0.218114,1.94754
0.218013,13.994
0.216038,4.29044
0.217315,14.8957
0.219046,2.53209
0.22035,20.102
0.214122,5.43652
0.218257,3.0011
0.217313,4.61579
0.216743,6.34249
0.216796,7.25698
0.215526,6.45721
0.216973,-2.35742
0.221903,1.18019
0.217004,2.37846
0.21774,10.5358
0.2175,-2.06551
0.218158,-1.38902
0.218477,-1.60067
0.219145,1.08123
0.217504,2.67544
0.221017,-7.78575
0.216768,8.59604
0.21736,9.30995
0.214425,1.8896
0.217068,-5.16313
0.220012,8.11405
0.219905,-6.56251
0.219515,8.78378
0.215125,5.88151
0.216197,1.7204
0.223247,3.94836
0.222104,-4.38385
0.219642,-1.57046
0.215547,1.21411
0.220318,2.62249
0.217397,5.44482
0.216,7.80534
0.219334,3.54728
0.217577,-2.87216
0.220046,6.7877
0.218563,-2.5644
0.216298,2.50718
0.219031,-0.914465
0.223351,7.83651
0.214058,1.13796
0.216816,2.80517
0.217428,6.45751
0.217939,4.51967
0.222259,5.59009
0.214844,15.8727
0.218847,7.07621
0.217044,-1.53422
0.21413,3.31656
0.218507,4.78717
0.217386,1.2475
0.217403,0.185985
0.217755,4.03794
0.21756,-2.92715
0.215006,0.0597612
0.218266,6.00471
0.217282,7.37286
0.217767,-6.21527
0.216347,3.16673
0.220992,1.05166
0.214643,2.38308
0.214258,4.8761
0.218812,-0.300656
0.216575,0.265296
0.221443,4.65772
0.217313,7.38137
0.219933,10.4576
0.216553,-0.261961
0.218812,3.67471
0.217647,1.25026
0.215915,6.7503
0.216319,6.8653
0.222062,5.02208
0.219044,4.42429
0.215746,8.69754
0.215829,8.12424
0.215011,7.03637
0.211628,5.88966
0.215298,1.23411
0.2179,4.53749
0.215405,5.02932
0.219007,3.23802
0.218418,2.27396
0.216281,6.98272
0.219066,0.301953
0.21484,-3.88119
0.220388,-7.83615
0.218662,2.78053
0.218718,6.72915
0.214466,2.31796
0.217104,2.56353
0.218148,1.11354
0.215405,-0.405567
0.222647,2.29677
0.219294,9.38878
0.220491,6.704
0.215986,7.98994
0.222452,9.14564
0.216919,0.368043
0.215891,0.931733
0.218951,-2.9076
0.215719,0.173734
0.220627,9.35188
0.214637,1.54898
0.216134,1.7862
0.22004,14.7425
0.215893,-1.3818
0.219868,2.19116
0.218418,4.85282
0.221069,-0.768664
0.214844,1.60894
0.220103,6.62594
0.222722,0.0662434
0.218068,4.28524
0.214694,6.15908
0.219459,5.70303
0.217584,4.1338
0.21949,5.32025
0.222447,-3.09988
0.218519,12.6184
0.217711,1.7274
0.221414,1.68116
0.21497,0.282584
0.218474,3.88252
0.219411,4.91219
0.218186,8.54769
0.219736,10.8112
0.21676,-1.7626
0.217356,0.710496
0.21489,4.05272
0.218877,-3.10904
0.220694,4.48449
0.212385,4.18902
0.216016,-3.88686
0.219354,10.8458
0.213716,5.84877
0.215202,0.29522
0.216331,5.45993
0.217084,7.27733
0.22119,-2.64512
0.21592,5.45024
0.216431,-1.86766
0.217296,3.63801
0.214265,5.17242
0.218494,-1.65219
0.216039,6.79281
0.2206,10.4802
0.218922,5.00421
0.21744,8.61018
0.218502,-0.585841
0.218568,-3.10487
0.217316,2.04979
0.220943,4.75705
0.21592,4.9219
0.220439,5.24305
0.219507,3.82557
0.221119,5.0877
0.221847,-3.7261
0.217646,-4.85907
0.213915,5.20729
0.219536,0.494798
0.217459,-0.67767
0.217026,-6.02561
0.212314,2.5907
0.216761,0.930287
0.214117,1.7544
0.219351,9.98629
0.217397,3.18063
0.216907,1.79604
0.218028,4.89975
0.220218,8.16162
0.218208,4.97253
0.217255,5.51341
0.219448,14.4719
0.210713,2.91519
0.218071,1.64463
0.216678,3.3223
0.219404,0.691864
0.214932,0.409446
0.216898,4.71074
0.218784,-3.07685
0.218575,12.3108
0.214736,4.8782
0.216079,3.651
0.21794,-0.970391
0.220268,4.02391
0.218104,0.112199
0.217812,1.84218
0.212659,10.8228
0.218518,-1.19403
0.217677,-5.00533
0.214807,0.34582
0.218659,2.55005
0.221123,1.65159
0.216512,1.98551
0.219537,3.30376
0.21762,3.28353
0.216968,3.64837
0.219432,3.83013
0.219791,7.94526
0.218202,-1.02512
0.216017,2.27312
0.221714,-0.112286
0.216977,5.45509
0.21411,-4.33796
0.220685,10.2099
0.217498,4.88667
0.222102,9.65312
0.218217,2.42648
0.22012,6.46853
0.220954,2.26574
0.215725,1.84305
0.21843,5.84252
0.216858,1.05991
0.214832,-4.36619
0.218051,5.55982
0.219692,-0.0205051
0.215815,8.49188
0.215735,9.45015
0.217786,5.41758
0.217464,0.438421
0.218866,1.63056
0.216738,9.15666
0.218832,7.52931
0.214761,1.2087
0.219311,-0.96545
0.218208,-4.38284
0.215425,6.25719
0.215684,1.16087
0.217247,2.80212
0.21144,0.82674
0.217588,2.07074
0.217181,0.067449
0.221963,0.999631
0.218114,11.4753
0.222212,0.309181
0.220548,2.565
0.216506,4.66583
0.21998,5.33169
0.21806,5.42509
0.217977,3.81789
0.215482,0.238652
0.217937,6.46882
0.217953,2.41661
0.212605,0.862665
0.216026,6.44604
0.218096,3.02459
0.216988,5.76999
0.215388,1.04448
0.219694,9.11684
0.216355,6.67686
0.218543,4.3752
0.219782,5.17971
0.221441,2.00648
0.214195,-1.44342
0.216355,4.58206
0.21386,3.23315
0.220036,3.0455
0.213192,9.46701
0.220299,-3.9626
0.215108,6.83463
0.218717,1.67298
0.212747,-2.37285
0.219106,2.786
0.217614,-3.23612
0.215658,11.2347
0.221845,2.5793
0.214065,0.700866
0.217713,8.7682
0.214706,2.44278
0.218679,4.92975
0.223048,6.43657
0.216532,4.78832
0.217307,-0.0501531
0.217124,0.165066
0.218217,7.11012
0.219108,2.56101
0.216175,-3.41871
0.216551,1.15273
0.217525,6.06475
0.218344,1.10044
0.21917,5.44933
0.217054,6.51801
0.217939,-0.164398
0.217916,4.08106
0.218409,-1.09995
0.217405,5.36271
0.222498,3.82581
0.219841,-2.34174
0.217414,2.04309
0.21639,6.63998
0.215881,5.1216
0.215966,1.42008
0.219808,-1.79945
0.214986,0.734684
0.2162,0.418017
0.214559,4.27492
0.220922,0.926499
0.213198,3.894
0.220764,4.84991
0.218285,3.41335
0.218425,7.24461
0.216915,-0.700286
0.220009,6.81848
0.220489,4.24484
0.221282,9.75573
0.216617,-0.291194
0.219818,2.91181
0.217275,6.1871
0.219464,7.5403
0.21867,2.0481
0.218771,0.475791
0.220912,11.4392
0.220032,-1.11628
0.21658,-2.76431
0.217787,7.30551
0.215854,4.18889
0.214669,3.75524
0.220928,3.98125
0.216262,-0.983251
0.218667,7.60249
0.214194,-0.804429
0.21463,-1.82614
0.223245,2.74789
0.214645,8.75722
0.210428,3.0493
0.217698,9.25563
0.221423,1.04738
0.219115,3.05511
0.217109,4.41727
0.216348,8.12835
0.219161,2.7151
0.216967,3.92101
0.218201,-2.7923
0.215239,2.91308
0.221457,5.51924
0.21771,3.80593
0.21905,-1.65566
0.224165,-5.46818
0.223327,7.03073
0.219937,5.10271
0.215711,0.825367
0.220105,10.0986
0.219334,5.95571
0.21574,11.5977
0.217407,2.06247
0.215835,-0.766703
0.215002,1.03821
0.218039,-0.425508
0.219239,2.51545
0.216225,7.00752
0.218045,2.38226
0.216163,11.2653
0.21945,6.90996
0.22151,5.35422
0.213598,-5.51274
0.21638,1.88584
0.217032,5.70162
0.217458,6.14402
0.216781,5.38492
0.217622,1.21327
0.216353,6.14602
0.220573,6.58235
0.218149,3.81587
0.216779,8.17621
0.221041,2.07301
0.214911,5.42907
0.222368,6.88596
0.217058,6.13245
0.215884,0.302546
0.213479,7.91079
0.217133,3.22651
0.219192,4.37858
0.222803,6.00191
0.221011,0.900045
0.213319,-1.02747
0.222274,-1.10812
0.222011,7.94216
0.217276,15.1597
0.215738,-3.13315
0.219675,4.97528
0.216955,-3.21194
0.214172,6.68692
0.21713,6.59607
0.221356,0.329856
0.216992,-0.900091
0.220335,1.28443
0.219064,8.28359
0.218148,6.16387
0.215485,-0.284137
0.220274,5.59157
0.222712,6.72718
0.215693,9.55487
0.217157,3.35055
0.215683,-1.81449
0.216504,-0.600015
0.219783,-1.59077
0.220935,-3.90223
0.21941,6.24603
0.218715,4.32072
0.216664,7.31346
0.222629,1.38955
0.223601,0.235722
0.214218,2.71068
0.216304,4.1668
0.22017,4.55885
0.219044,1.23056
0.218922,-3.89206
0.216564,-0.38729
0.213619,1.14993
0.2193,3.11516
0.220578,3.92847
0.217234,6.29603
0.216902,2.99467
0.215356,-0.280147
0.221055,5.60231
0.212063,-2.64944
0.221654,-0.986205
0.215582,10.333
0.221649,-0.284009
0.21775,-0.637971
0.214889,-0.231242
0.215952,7.27208
0.2183,-3.63996
0.217281,1.04896
0.218577,16.3587
0.219549,2.46747
0.21691,4.89729
0.218841,-1.14057
0.221056,-2.5067
0.223012,13.3216
0.21866,2.35853
0.215974,4.84902
0.213361,3.33147
0.211125,5.04832
0.215159,0.170345
0.220587,12.2251
0.216787,-4.19899
0.215296,5.33441
0.213953,6.7109
0.220152,5.46509
0.215002,0.907669
0.215695,-1.42822
0.216265,-0.721084
0.217738,4.69141
0.221283,7.53432
0.218312,6.728
0.215773,6.69084
0.221817,1.66066
0.216687,-2.04669
0.219772,11.4757
0.220659,7.52716
0.216362,-4.07605
0.217664,7.59293
0.219138,4.67132
0.21755,3.73817
0.215227,-0.511256
0.217323,5.86126
0.217525,2.37471
0.216372,4.02102
0.220445,-1.2707
0.210395,0.404205
0.21723,8.982
0.216787,-2.49942
0.216305,7.07425
0.218488,3.61134
0.215228,7.93165
0.222325,-6.16618
0.218301,8.34974
0.220317,1.00478
0.219152,-4.28973
0.220245,1.65414
0.213474,4.21526
0.21928,5.87631
0.21495,4.37371
0.215907,0.909259
0.211944,5.23566
0.219867,-4.44229
0.214934,-0.141514
0.219067,-2.59397
0.219381,1.49935
0.215671,2.87876
0.214525,-0.266644
0.220186,1.90692
0.215714,8.56486
0.216072,-11.0329
0.218023,0.369003
0.218438,1.21071
0.215906,5.45947
0.219134,-3.94501
0.219802,0.193785
0.215189,8.68844
0.218836,5.54142
0.218968,5.23662
0.221123,4.47945
0.220168,5.59151
0.216434,-0.968211
0.217899,0.861102
0.216862,1.85942
0.214659,8.72453
0.215894,3.68143
0.217008,4.97487
0.216096,2.66482
0.215482,3.65898
0.220098,1.92304
0.220609,7.05636
0.219613,0.890879
0.217204,4.44416
0.217622,1.53069
0.216902,8.01582
0.215669,2.78784
0.217716,8.50441
0.218623,2.74649
0.216661,-1.87517
0.219816,-2.55381
0.216759,-0.584535
0.216677,5.80761
0.214683,6.23293
0.215839,0.196564
0.218484,7.28761
0.219111,3.24427
0.219817,3.30915
0.218979,3.76729
0.213285,-4.82194
0.214828,6.11841
0.215855,-0.44069
0.219768,-4.41876
0.21872,-2.87145
0.217061,4.62229
0.220738,6.62656
0.220491,7.31576
0.214915,3.70242
0.21884,8.43501
0.214137,2.61491
0.217904,4.78955
0.214753,0.573101
0.21629,-2.66154
0.217606,2.05124
0.218433,7.08825
0.217738,1.20612
0.220237,-1.0099
0.214894,2.31374
0.213787,4.038
0.221243,4.61028
0.217365,-1.81986
0.219612,12.1557
0.214291,1.42456
0.220747,1.88117
0.219136,11.0211
0.216871,10.1398
0.21744,3.67199
0.216455,-3.32994
0.218382,4.92207
0.21654,-4.66079
0.218329,9.60474
0.219595,1.96105
0.219853,0.210762
0.21862,5.69542
0.219922,5.57871
0.219719,6.19619
0.213146,2.984
0.218098,-2.90622
0.221351,-1.83263
0.216683,4.61746
0.219934,1.73151
0.218029,-4.77485
0.218821,1.82473
0.221446,0.670017
0.22078,4.0079
0.220071,-1.44916
0.214782,4.74381
0.217851,8.22636
0.220068,2.90221
0.215954,-1.17918
0.219575,7.59614
0.218881,5.53262
0.212396,7.05718
0.216611,4.3082
0.218011,10.079
0.217739,5.70384
0.2172,-1.71692
0.217573,1.09173
0.216246,14.2272
0.217179,-4.1252
0.21546,3.1519
0.220994,3.55947
0.218784,-1.96653
0.220629,6.6676
0.21737,-3.23983
0.217815,11.3778
0.217741,-5.35213
0.219343,1.88413
0.220011,3.09141
0.221494,5.23894
0.218849,3.20232
0.217852,6.90555
0.216027,7.59527
0.217372,3.3017
0.220185,-3.84682
0.217545,0.307641
0.222124,3.16653
0.218199,-1.21698
0.221821,-3.21353
0.221713,-3.94411
0.219305,-0.807475
0.216997,1.5148
0.220374,4.74628
0.221445,2.59641
0.214694,-0.27116
0.218342,3.81258
0.216391,3.214
0.216598,12.6225
0.215628,6.66132
0.215815,7.03275
0.22216,3.9415
0.217456,-1.78764
0.218725,6.92037
0.216406,-1.79818
0.214374,2.88453
0.217108,9.81039
0.217628,1.88776
0.216774,5.61672
0.214278,2.36219
0.216872,-0.996975
0.217461,10.8098
0.219345,3.04556
0.216596,1.42031
0.214252,4.48145
0.218333,19.2353
0.21604,-0.802493
0.221427,1.21108
0.215776,2.6143
0.221654,4.54482
0.220869,4.28247
0.215099,8.43225
0.217472,-0.590822
0.219074,0.986053
0.214946,2.45114
0.217317,-3.02639
0.223348,10.0091
0.220307,6.14527
0.217169,4.38888
0.217769,10.3721
0.219597,5.8172
0.219166,-4.43394
0.218714,7.26674
0.222112,5.08469
0.215005,0.474807
0.221037,-2.08641
0.215257,8.73558
0.221461,12.0815
0.215582,-1.6637
0.219162,1.6835
0.212219,2.72953
0.219245,4.64044
0.219166,6.35601
0.214043,10.4846
0.214676,2.44631
0.219781,-4.61749
0.216673,-2.04634
0.212831,7.48262
0.218388,0.642706
0.215945,5.38983
0.218035,2.82449
0.218252,7.14175
0.219292,2.8012
0.221036,6.38634
0.216854,0.0370333
0.218638,-4.81224
0.216082,3.67054
0.216638,8.61464
0.21827,7.87723
0.216873,4.4126
0.219189,16.2979
0.215573,10.8352
0.217889,6.44936
0.22061,9.14887
0.215469,5.09345
0.216782,3.82685
0.217049,-1.8421
0.217059,10.4252
0.218049,2.76101
0.217278,10.0544
0.218257,1.44799
0.216632,3.18173
0.217374,0.964697
0.218775,-5.45001
0.214318,5.46683
0.212942,2.11792
0.218789,0.979109
0.213897,2.85405
0.218593,-0.799151
0.218691,-0.90838
0.215777,-3.52413
0.218688,9.93025
0.218502,3.17768
0.217892,2.64868
0.219518,6.30591
0.216295,4.25173
0.216204,3.73224
0.214479,-4.40678
0.218728,1.9101
0.222042,8.93307
0.218359,7.9932
0.215931,2.07413
0.210765,1.3118
0.217498,1.64243
0.218737,-1.42675
0.215915,3.41766
0.224115,-0.855446
0.217599,4.52563
0.220289,1.311
0.218474,5.25853
0.219617,12.8347
0.218694,-4.54285
0.216713,-0.413292
0.217628,7.21772
0.215489,9.62605
0.216645,-1.38309
0.22121,17.0628
0.221003,6.71628
0.21582,6.86539
0.222244,-0.734537
0.215077,14.0354
0.21859,3.66101
0.219311,-1.21472
0.220898,3.78112
0.215841,1.80649
0.220517,5.90436
0.220499,1.64671
0.220804,-4.23708
0.218449,1.49783
0.213607,5.17891
0.221602,2.48154
0.219722,-2.49362
0.219593,2.38841
0.220217,5.0954
0.214723,0.729453
0.216171,2.89977
0.21627,-4.81127
0.221597,7.30285
0.219779,4.74905
0.219596,1.7808
0.217819,-3.83851
0.219584,-2.13708
0.215476,0.772214
0.215827,5.50888
0.216053,-1.04957
0.22116,-0.167835
0.222695,4.027
0.215596,0.565999
0.221143,13.3082
0.214567,1.34452
0.216217,3.46537
0.22079,8.59651
0.217751,0.598244
0.219218,11.3885
0.213803,4.16917
0.214417,6.64396
0.216709,3.29619
0.214705,0.624808
0.216295,-1.91581
0.215393,-4.72592
0.214004,-0.206853
0.220489,4.16384
0.216704,15.3206
0.217206,12.9336
0.217938,-5.41273
0.220612,4.71127
0.220308,5.66293
0.218616,-1.17598
0.219656,4.48909
