mcEdepQuenched,BerekelyAlphaBeta
3.3473,5.01934
3.3473,592.561
3.32727,5.24624
3.32727,470.368
3.37267,10.0423
3.37267,684.059
3.41879,11.7517
3.41879,368.582
3.30586,27.7141
3.30586,471.734
3.3226,10.6064
3.3226,755.042
3.3779,7.49354
3.3779,351.766
3.38042,-18.0873
3.38042,446.268
3.37269,25.009
3.37269,497.643
3.38249,32.3815
3.37645,-26.4919
3.37645,560.349
3.36984,-0.61847
3.36984,397.661
3.34746,35.7204
3.34746,694.103
3.37648,84.6453
3.37648,528.934
3.34471,-7.54613
3.34471,559.666
3.37848,42.4891
3.37848,526.52
3.35328,-0.621943
3.35328,530.723
3.33896,-0.795944
3.36676,14.5073
3.36676,564.274
3.37905,4.89732
3.37905,479.262
3.40169,38.4431
3.40169,686.436
3.34575,20.3471
3.34575,506.312
3.34388,19.5728
3.34388,486.823
3.38291,12.3892
3.38291,581.928
3.38488,26.0622
3.37157,12.1373
3.34419,1.41781
3.34419,545.303
3.37506,27.4975
3.37506,550.64
3.37785,38.8506
3.37785,567.053
3.38897,13.1237
3.37773,32.5725
3.37773,438.608
3.38265,4.96595
3.38265,548.491
3.38439,23.2986
3.38439,687.271
3.35757,7.74807
3.35757,482.164
3.3522,19.4977
3.3522,475.466
3.35475,60.5039
3.35475,629.637
3.3696,47.292
3.3696,423.105
3.37906,20.6086
3.37906,548.748
3.39654,22.3892
3.39654,317.829
3.39455,47.107
3.35609,72.3489
3.35609,642.512
3.33709,19.5554
3.33709,541.114
3.38297,-3.4089
3.38297,531.946
3.3539,44.3952
3.3539,414.894
3.35643,17.2075
3.35643,475.712
3.33995,58.1511
3.33995,522.049
3.34876,55.3683
3.34876,560.658
3.36176,47.924
3.38925,-10.7907
3.38925,418.737
3.38449,2.4745
3.38449,455.73
3.39118,21.1259
3.39118,518.955
3.35987,29.6959
3.35987,497.643
3.3085,10.7348
3.3085,576.444
3.40052,8.85538
3.40052,394.188
3.33664,59.325
3.33664,387.759
3.35952,-0.72771
3.35952,674.921
3.36981,11.8235
3.36981,509.61
3.36245,14.3096
3.36245,547.024
3.33635,22.3905
3.32042,11.1799
3.37211,8.32441
3.37211,524.318
3.33869,14.2632
3.33869,439.654
3.33771,13.2043
3.33771,611.777
3.34187,-8.44019
3.34601,-3.74851
3.34601,516.507
3.29662,22.3668
3.29662,537.932
3.34304,35.4102
3.32928,22.1361
3.32928,525.381
3.3524,16.2245
3.3524,471.896
3.38253,26.117
3.38253,535.021
3.38518,20.174
3.38518,580.604
3.39816,41.4565
3.39816,611.957
3.37232,-1.06395
3.37232,343.732
3.31405,24.3893
3.31405,433.133
3.39128,23.1619
3.39128,526.632
3.32353,31.1844
3.32353,574.372
3.41927,-9.94984
3.33612,14.8578
3.32213,29.1656
3.34237,31.6943
3.34237,565.745
3.3465,28.512
3.3465,498.42
3.35398,5.03379
3.35398,601.8
3.37556,13.4953
3.37556,645.274
3.31631,-1.03365
3.31631,504.992
3.35052,-15.0233
3.35052,495.857
3.35507,-3.14953
3.35507,469.012
3.37056,16.6316
3.37056,303.184
3.37417,42.4961
3.37417,548.283
3.35193,37.0238
3.35193,567.493
3.35878,15.7526
3.35878,560.302
3.35313,14.9417
3.35313,537.974
3.35592,29.8021
3.35592,495.994
3.38712,35.5014
3.38712,435.336
3.35049,-19.3153
3.35049,605.486
3.3568,36.4794
3.38037,38.7715
3.38037,361.065
3.35977,-10.1119
3.35977,565.657
3.41565,17.1435
3.41565,656.465
3.40379,2.61957
3.40379,612.568
3.34888,13.8179
3.34888,383.605
3.4103,26.5232
3.4103,545.913
3.32284,26.8924
3.32284,471.984
3.37183,7.58332
3.37183,645.187
3.34949,13.7769
3.34949,503.392
3.3484,24.8481
3.3484,760.451
3.36748,34.8569
3.39349,31.1221
3.39349,400.886
3.31927,22.6345
3.31927,487.259
3.36545,4.68222
3.36545,469.11
3.36814,41.1086
3.36412,-16.3785
3.36412,524.177
3.38147,3.66832
3.38147,395.772
3.35322,-2.29497
3.35322,653.422
3.3819,10.8947
3.3819,443.244
3.32779,-2.14341
3.32779,364.946
3.35769,32.1125
3.35769,592.77
3.33377,1.67297
3.33377,465.101
3.37935,8.98792
3.37935,649.748
3.38446,32.9482
3.40008,44.9816
3.40008,579.134
3.33129,-7.90105
3.33129,449.538
3.36678,19.2115
3.36678,330.283
3.35209,-4.24495
3.35209,507.081
3.35416,18.7135
3.35416,565.275
3.35239,15.4859
3.35239,558.653
3.32627,-4.57613
3.38648,3.27101
3.38648,600.725
3.37518,13.443
3.37518,414.803
3.36927,1.55257
3.36927,521.618
3.36803,27.3375
3.36803,609.519
3.39805,30.291
3.39805,424.523
3.38923,26.1242
3.38923,601.552
3.3878,18.2319
3.3878,373.382
3.30826,-13.8948
3.30826,582.604
3.37133,1.38923
3.35766,26.2024
3.35766,529.96
3.35262,33.1762
3.35262,640.1
3.38055,34.1751
3.38055,613.268
3.38687,5.90004
3.38687,628.805
3.36856,-13.1437
3.36856,611.961
3.38934,26.6888
3.38934,496.231
3.36375,9.28445
3.37789,16.0454
3.37789,389.638
3.3548,38.8187
3.3548,607.236
3.41019,20.3718
3.41019,423.8
3.34607,34.1459
3.34607,437.963
3.35574,1.12851
3.35574,586.68
3.38055,48.73
3.38055,723.744
3.33743,2.00821
3.33743,465.528
3.36866,31.8752
3.36866,774.644
3.33562,-16.3832
3.33562,642.608
3.37047,58.8369
3.37047,568.283
3.38232,16.8515
3.38232,690.571
3.36206,34.2741
3.36206,381.156
3.3594,6.8118
3.3594,776.87
3.3432,8.02124
3.3432,591.641
3.34987,49.3657
3.34987,539.433
3.34724,7.90005
3.34724,383.673
3.34348,1.77995
3.34348,494.032
3.34132,71.0647
3.34132,572.084
3.3861,36.3021
3.3861,690.758
3.37033,23.0357
3.37033,529.613
3.38092,61.6154
3.37578,19.9899
3.37578,680.754
3.38583,30.3011
3.38583,489.823
3.34947,-13.8372
3.34947,443.255
3.3643,14.6242
3.3643,414.572
3.32348,27.914
3.32348,347.184
3.34522,15.4608
3.34522,399.168
3.35004,13.9774
3.37177,28.8488
3.37177,563.332
3.36265,6.06496
3.36265,555.105
3.34729,13.8362
3.34729,514.944
3.34658,35.3264
3.34658,610.544
3.33364,-1.20529
3.33364,383.317
3.36374,-12.7696
3.36374,642.586
3.39502,22.3953
3.39502,510.475
3.38611,6.29127
3.38611,491.504
3.37948,-22.4567
3.37948,464.605
3.38708,22.0719
3.38708,457.056
3.40115,32.5486
3.40115,660.333
3.33278,39.5347
3.33278,412.526
3.37883,19.9802
3.37883,510.508
3.34022,8.78377
3.34022,492.581
3.34723,-7.20199
3.34723,569.922
3.36087,-9.43038
3.36087,542.408
3.38819,46.6217
3.38819,618.966
3.35164,16.4943
3.35164,569.797
3.37033,6.41183
3.37033,532.736
3.41913,5.68443
3.3324,12.34
3.3324,291.658
3.3436,-1.82085
3.3436,356.46
3.39228,11.8007
3.39228,373.236
3.34373,19.2265
3.34373,552.402
3.37155,31.7961
3.37155,420.633
3.3668,26.1719
3.3668,562.441
3.36866,8.09524
3.36866,637.464
3.33679,19.0699
3.33679,512.429
3.33057,17.7631
3.33057,695.609
3.32448,23.8107
3.39155,20.6288
3.39155,476.66
3.40276,4.00392
3.40276,687.571
3.32044,33.286
3.32044,465.49
3.34614,8.0706
3.34614,768.637
3.35116,12.5262
3.35116,452.326
3.39503,-2.44487
3.39503,354.083
3.37752,25.839
3.37752,495.242
3.35783,54.548
3.35783,560.352
3.33778,43.1985
3.33778,551.617
3.36039,8.67388
3.33439,38.7932
3.33439,691.379
3.37573,23.0666
3.36335,0.241892
3.36335,394.371
3.38679,11.5542
3.36794,-13.6371
3.36794,435.626
3.39494,18.8885
3.34203,-15.7299
3.34203,569.235
3.3945,36.1019
3.3945,517.741
3.35568,20.9764
3.35568,620.051
3.31953,19.1344
3.31953,521.983
3.37191,23.0588
3.37191,482.059
3.34931,8.49727
3.34931,394.322
3.39265,0.844427
3.39265,446.744
3.37415,14.0539
3.37415,671.527
3.36964,1.65717
3.36964,420.909
3.3593,30.9299
3.3593,445.857
3.35358,20.3861
3.35358,547.597
3.37197,-2.99159
3.37197,568.965
3.33985,30.5602
3.33985,552.661
3.38051,-10.0288
3.31841,10.0024
3.31841,567.649
3.3328,23.2374
3.3328,523.457
3.37388,17.3642
3.36024,18.5229
3.36024,489.874
3.31855,7.62259
3.31855,641.901
3.30407,14.3333
3.30407,476.862
3.37255,-1.19759
3.37267,13.4712
3.37267,384.869
3.36788,-6.35322
3.36788,465.681
3.37219,-8.81174
3.37219,559.171
3.35632,-18.7737
3.35632,478.768
3.38105,49.3159
3.38105,364.697
3.34078,14.277
3.34078,528.62
3.36951,9.20515
3.36951,578.573
3.37849,2.94012
3.38403,5.00353
3.38403,430.258
3.37734,6.29663
3.37734,529.61
3.3379,44.5147
3.3379,576.561
3.37775,-3.64417
3.37775,455.24
3.3616,24.7873
3.3616,458.423
3.37669,7.07994
3.31448,22.6634
3.31448,478.334
3.36163,47.1713
3.36163,471.601
3.40958,32.5306
3.40958,521.948
3.34914,21.0879
3.34914,463.376
3.38035,14.868
3.38035,675.576
3.35709,11.3526
3.35709,362.7
3.35537,22.9535
3.35537,428.802
3.35983,10.1418
3.38842,18.2011
3.38842,562.807
3.34208,7.03124
3.34208,594.655
3.40401,21.022
3.40401,436.128
3.35442,17.2297
3.35442,540.559
3.33522,33.1837
3.33522,545.849
3.33385,2.76255
3.33385,574.995
3.3278,21.2361
3.3278,631.361
3.34985,53.8667
3.34721,20.2616
3.34721,555.639
3.35498,42.2568
3.35302,29.4416
3.35302,423.989
3.37435,28.4939
3.37435,686.968
3.36962,27.3869
3.36962,482.392
3.34464,10.7866
3.34464,557.177
3.32626,27.0962
3.32626,464.933
3.38663,28.4333
3.38663,479.325
3.36232,8.96906
3.36232,650.306
3.37513,6.95456
3.37513,538.938
3.3413,16.6599
3.3413,582.431
3.35677,10.1613
3.33938,1.97042
3.33938,377.072
3.3865,18.9705
3.3865,406.514
3.38817,17.6878
3.38817,520.814
3.3336,2.91228
3.3336,432.848
3.37945,48.1777
3.37945,569.716
3.35813,-6.71082
3.32948,34.9333
3.32948,709.103
3.3957,24.7005
3.3957,586.389
3.37861,7.54099
3.36243,-10.297
3.37354,27.8695
3.37354,689.189
3.31265,16.6606
3.31265,422.751
3.37407,18.4036
3.37262,19.8718
3.37262,516.898
3.40987,15.2053
3.40987,542.108
3.32594,21.4172
3.32594,505.16
3.37504,14.7564
3.37504,345.223
3.34316,3.65332
3.34316,532.043
3.38856,59.7252
3.36196,32.8032
3.36196,445.978
3.35638,22.4685
3.35638,548.895
3.33713,25.9503
3.33713,431.658
3.38505,2.24021
3.38505,594.134
3.35648,0.0581757
3.35648,560.351
3.36858,13.4045
3.36858,530.751
3.34706,49.9912
3.34706,700.566
3.34369,-4.01971
3.34369,476.52
3.35038,35.0539
3.35038,417.83
3.36018,10.0349
3.36018,581.692
3.35613,8.6316
3.35613,406.243
3.36642,6.06424
3.35855,1.22206
3.35855,368.07
3.32742,31.9211
3.32742,522.571
3.3408,29.5373
3.3408,508.75
3.37684,32.5282
3.40371,28.1831
3.40371,423.964
3.3625,-17.9385
3.3625,335.789
3.3537,25.6826
3.3537,541.952
3.36801,6.33552
3.36801,670.038
3.35426,10.7827
3.35426,487.413
3.35779,-1.31214
3.35779,608.554
3.35,5.00264
3.35,507.241
3.3554,41.0012
3.3554,736.325
3.39443,6.21002
3.39443,521.009
3.32505,29.1265
3.35524,0.15652
3.35524,528.543
3.34298,7.04113
3.34298,539.92
3.34482,19.4969
3.34482,477.982
3.33209,16.2912
3.33209,611.492
3.3186,30.0757
3.3186,376.151
3.36219,-3.94464
3.36219,654.195
3.37111,18.2854
3.37111,541.098
3.37447,15.3503
3.37447,658.83
3.36688,8.3636
3.36688,362.164
3.37286,43.6266
3.37286,546.869
3.39246,33.8369
3.36276,26.5516
3.36276,473.079
3.3735,-1.74118
3.3735,448.075
1.92979,9.04707
1.92979,232.782
3.39973,45.8299
3.39973,569.592
3.35378,16.3688
3.36878,24.0449
3.34501,25.9566
3.34501,770.68
3.35108,26.0021
3.35108,537.974
3.32308,-0.593343
3.32308,513.442
3.38073,35.837
3.38073,387.285
3.34577,55.0525
3.34577,568.845
3.33822,24.2488
3.33822,471.664
3.3392,31.728
3.3392,545.496
3.38778,18.8431
3.38778,495.557
3.37473,23.6431
3.37473,630.252
3.34629,30.5609
3.34629,375.323
3.36657,6.21602
3.36657,523.953
3.38682,25.1206
3.38682,688.244
3.36301,3.56691
3.36301,402.939
3.39857,5.20601
3.39857,405.925
3.35236,22.0589
3.34779,9.52898
3.34779,631.892
3.33059,-7.22263
3.33059,654.731
3.33618,37.9623
3.3765,45.4994
3.3765,522.625
3.35573,26.9361
3.35573,609.207
3.36738,22.7633
3.34577,4.69608
3.34577,649.553
3.35,-20.4638
3.35,580.732
3.35808,17.9625
3.35808,439.611
3.34807,9.99277
3.34807,475.464
3.36076,-7.86995
3.36076,535.971
3.39614,20.8963
3.39614,628.306
3.35487,0.532932
3.35643,50.1992
3.35643,560.442
3.38266,20.3104
3.38266,540.002
3.36439,52.7133
3.36439,439.229
3.34956,23.593
3.34956,434.458
3.365,12.3053
3.365,539.876
3.36558,48.5451
3.36558,539.938
3.34027,40.0465
3.34027,671.893
3.36682,14.4151
3.38427,37.3819
3.38427,528.881
3.39198,14.6156
3.39198,422.658
3.39842,42.2196
3.39842,563.544
3.40542,40.4817
3.40542,767.356
3.3264,5.66581
3.3264,384.186
3.43118,12.2688
3.43118,497.234
3.36608,4.05654
3.36608,377.085
3.36037,41.7303
3.36037,607.334
3.35474,16.0519
3.35474,582.612
3.38695,19.5562
3.38695,550.231
3.35268,21.3193
3.36698,17.5328
3.36698,608.13
3.37182,43.162
3.37182,529.594
3.33761,11.5641
3.33761,361.809
3.3655,-1.51607
3.3655,541.075
3.31081,39.1832
3.31081,636.075
3.37301,-7.15319
3.37301,497.212
3.36711,19.1461
3.36711,538.219
3.37676,12.0815
3.37676,564.322
3.36621,-14.1856
3.36621,446.041
3.32895,5.33927
3.32895,584.894
3.36127,26.3665
3.36127,361.825
3.33899,7.98723
3.36831,27.2405
3.36831,568.49
3.39109,26.1313
3.39109,765.689
3.33892,-9.24504
3.33892,345.961
3.35753,67.1638
3.35753,589.341
3.37032,-2.78732
3.37032,516.692
3.36189,-7.6738
3.36189,586.276
3.3492,25.5633
3.3492,493.063
3.34283,8.95889
3.34283,439.833
3.35314,-4.52199
3.35441,-0.742588
3.35441,650.153
3.42995,12.2168
3.42995,451.859
3.33718,6.52616
3.33718,556.966
3.36008,-10.7282
3.36008,498.637
3.37844,11.8128
3.37844,333.68
3.37132,16.7926
3.37132,379.435
3.33978,8.70743
3.33978,639.634
3.34247,12.6749
3.34247,554.886
3.30096,-3.59216
3.40704,-5.47783
3.40704,719.685
3.3682,12.0405
3.3682,528.573
3.33245,16.5329
3.33245,582.273
3.36656,-9.65218
3.34553,-1.94215
3.37358,8.60447
3.37358,512.073
3.35197,31.1046
3.35197,555.2
3.33565,6.98153
3.33565,398.55
3.35149,28.234
3.35149,637.219
3.40431,-9.50517
3.40468,5.92992
3.40468,587.445
3.38227,50.8352
3.38227,686.518
3.3313,15.0266
3.3313,459.505
3.40427,22.2006
3.40427,530.73
3.3493,-6.19863
3.3493,414.847
3.31733,-13.7178
3.31733,438.274
3.38908,6.97591
3.38908,587.003
3.3468,21.5462
3.3468,595.472
3.35499,9.34622
3.35499,485.743
3.37282,21.0758
3.37282,553.199
3.36168,6.25082
3.36168,515.562
3.38844,14.8404
3.38622,11.2584
3.33157,12.3717
3.33157,673.069
3.38641,46.5185
3.38641,512.294
3.37679,1.22924
3.37679,551.945
3.3734,48.6129
3.3734,500.419
3.34205,17.8048
3.34205,332.96
3.3892,1.32834
3.31861,6.98136
3.31861,446.103
3.42384,18.4294
3.42384,554.346
3.3798,21.5364
3.3798,542.103
3.35991,12.4196
3.35991,513.546
3.36474,32.1027
3.36474,690.442
3.3482,12.303
3.3482,602.847
3.33681,26.596
3.33681,429.136
3.35346,16.0198
3.35346,620.727
3.33798,16.5397
3.33798,595.868
3.36623,18.4125
3.36623,507.933
3.33159,3.49144
3.33159,424.429
3.33414,36.0081
3.33414,456.523
3.37176,-6.78588
3.37176,471.194
3.3627,6.07141
3.3627,405.52
3.34597,54.5663
3.34597,539.26
3.39423,19.792
3.39423,657.978
3.35033,13.7229
3.35033,459.649
3.37212,-0.49451
3.37212,537.425
3.38759,45.4203
3.38759,523.132
3.3606,12.2306
3.3606,497.217
3.39477,-12.4693
3.39477,545.926
3.37255,-14.1041
3.37255,323.764
3.35296,6.76099
3.35296,694.981
3.37992,44.1673
3.37992,428.583
3.32859,-11.9538
3.32886,11.117
3.32886,551.298
3.35307,15.5571
3.35307,719.012
3.37098,21.1673
3.37098,545.111
3.36909,2.34063
3.36909,526.843
3.33508,21.8508
3.33508,591.812
3.36639,49.7879
3.36639,444.455
3.36752,14.9618
3.36752,368.714
3.36565,6.69824
3.36565,565.612
3.35672,27.926
3.35672,492.147
3.38413,3.70099
3.38413,576.14
3.33296,10.3318
3.33296,534.677
3.30393,-0.291749
3.39366,21.2764
3.39366,501.326
3.36957,38.5406
3.32644,22.1681
3.32644,616.807
3.39815,9.58395
3.39815,489.487
3.3329,2.73922
3.3329,584.165
3.40122,18.5762
3.40122,677.609
3.36715,-4.63864
3.36715,509.039
3.32972,20.7349
3.32972,532.929
3.36533,18.7262
3.36533,564.082
3.3813,6.97113
3.3813,497.294
3.3524,0.767227
3.3524,336.475
3.35226,13.3412
3.35226,507.002
3.37038,43.2395
3.37038,434.739
3.37561,6.65608
3.37561,605.86
3.3671,23.7893
3.3671,448.421
3.38045,17.5716
3.38045,685.508
3.36618,19.1845
3.36618,539.448
3.35485,24.5023
3.35485,422.77
3.35054,-9.89867
3.35054,620.228
3.41295,-12.303
3.36442,21.5979
3.36442,540.937
3.31834,12.2816
3.31834,578.091
3.34209,25.0042
3.34209,472.33
3.32252,31.787
3.32252,516.111
3.37414,12.5897
3.37414,528.926
3.34682,38.0315
3.34682,532.887
3.33287,-23.7952
3.33287,635.394
3.34888,8.34465
3.34888,547.517
3.37284,22.0981
3.37284,446.959
3.38417,47.0472
3.38417,414.285
3.36596,14.6586
3.36596,609.747
3.39756,16.0242
3.39756,470.233
3.36417,39.8913
3.36417,559.947
3.38669,-2.82456
3.38669,587.408
3.36953,1.1299
3.36953,499.587
3.35909,22.1359
3.35909,373.079
3.37463,-11.3772
3.37463,393.939
3.33403,23.8198
3.33403,637.575
3.4081,-10.6736
3.4081,370.671
3.34938,12.7619
3.34938,352.662
3.38188,20.7784
3.38188,514.628
3.39519,5.63844
3.39519,433.926
3.3526,44.0526
3.3526,528.812
3.3774,46.857
3.3774,499.022
3.33875,18.656
3.33875,411.993
3.39702,29.7308
3.39702,453.966
3.36118,-17.8095
3.36118,739.001
3.40687,21.7435
3.38043,19.7358
3.38043,534.681
3.31647,-10.7268
3.31647,558.154
3.41879,31.5384
3.41879,534.686
3.36439,34.0349
3.36439,634.872
3.39689,19.2383
3.39689,435.723
3.36831,31.9179
3.36831,554.112
3.39421,19.1286
3.33054,-4.33502
3.33054,535.191
3.38356,33.8325
3.38356,644.825
3.3113,40.3897
3.3113,449.225
3.36709,-6.89783
3.36709,724.153
3.37251,39.8078
3.37251,576.341
3.38609,18.8823
3.38609,343.229
3.3513,2.3497
3.3513,570.266
3.35899,4.58149
3.35899,482.994
3.40587,-4.40521
3.40587,567.499
3.3825,-9.82487
3.36415,17.8956
3.36415,344.927
3.39441,38.9983
3.39441,632.704
3.37006,56.1268
3.37006,516.202
3.37443,12.238
3.37443,440.189
3.33497,13.7758
3.33497,391.693
3.37879,14.8474
3.37879,632.489
3.37939,28.9678
3.37939,524.538
3.30279,30.4116
3.30279,558.344
3.36486,5.24218
3.36486,487.539
3.36618,32.2212
3.36618,494.923
3.34613,21.7402
3.34613,625.264
3.32899,28.7754
3.32899,441.535
3.34804,33.5687
3.34804,598.021
3.35808,24.3611
3.35808,431.463
3.31739,-7.07568
3.31739,369.159
3.33175,5.37014
3.33175,536.614
3.3716,25.9717
3.3716,389.534
3.4051,15.792
3.4051,629.268
3.37719,2.0364
3.37719,527.493
3.37071,20.572
3.38103,-1.11244
3.38103,479.581
3.37061,12.0561
3.37061,535.6
3.37034,21.7448
3.37034,406.29
3.34524,17.2288
3.34524,377.719
3.37906,47.996
3.37906,412.504
3.36901,18.754
3.32971,18.9584
3.32971,539.324
3.35871,12.6064
3.35871,479.303
3.33671,16.0202
3.33671,531.456
3.32417,27.0032
3.32417,475.138
3.35391,6.45196
3.35391,367.122
3.32809,22.3857
3.32809,617.16
3.36326,39.875
3.36326,503.758
3.39042,29.387
3.39042,359.427
3.35407,12.1026
3.35407,562.773
3.39869,29.3546
3.39869,495.842
3.36936,60.1314
3.36936,648.407
3.37333,3.83073
3.37333,597.407
3.41314,20.8289
3.41314,626.74
3.36207,33.9953
3.36207,547.402
3.35178,-2.48339
3.35178,343.279
3.34979,69.3237
3.34979,579.485
3.3406,29.3969
3.3406,553.337
3.3778,6.83572
3.3778,543.022
3.36537,27.4543
3.36537,386.081
3.35161,5.95137
3.35161,499.247
3.37296,34.0333
3.32109,14.4593
3.32109,537.504
3.36038,32.8568
3.35085,25.2198
3.35085,490.364
3.39805,19.7497
3.34986,-1.03547
3.34986,628.884
3.31917,22.6577
3.31917,501.954
3.34382,26.6463
3.39054,-9.65252
3.39054,472.703
3.36565,6.82504
3.36565,497.971
3.38306,11.5559
3.38306,504.721
3.38074,2.37096
3.38074,696.306
3.36434,11.249
3.36434,412.643
3.36695,42.6798
3.36695,736.477
3.35143,20.3143
3.35143,445.757
3.34441,19.3252
3.3417,13.1696
3.3417,505.082
3.39118,-7.62663
3.39118,545.234
3.33792,-18.5761
3.38644,-3.24651
3.38644,465.685
3.36705,26.3374
3.36705,401.275
3.3192,-17.1349
3.3192,519.19
3.34938,10.2562
3.34938,635.064
3.37774,9.54991
3.37803,10.3122
3.37803,534.231
3.38247,12.1103
3.38247,532.57
3.38315,12.7048
3.38642,32.8155
3.38642,544.557
3.30461,3.41144
3.30461,511.013
3.37449,-6.65399
3.37449,581.756
3.33621,-19.2113
3.33621,419.747
3.36503,1.84838
3.36503,595.106
3.33084,24.6316
3.33084,477.329
3.33637,-4.72681
3.33637,439.365
3.37091,14.1481
3.37091,534.757
3.33546,61.0964
3.33546,351.612
3.36121,24.1527
3.36121,386.835
3.37071,33.3907
3.37071,625.534
3.34638,5.39904
3.34638,532.797
3.33817,40.2532
3.33817,590.618
3.37479,-19.686
3.37479,500.697
3.35228,13.8578
3.35228,462.293
3.32628,8.78001
3.32628,497.775
3.34724,9.15687
3.34724,563.574
3.35925,2.88892
3.35925,454.122
3.36647,1.00157
3.36969,20.002
3.36969,458.562
3.36933,22.0065
3.36933,568.488
3.37504,9.8052
3.37895,-0.0798686
3.37895,627.997
3.39635,16.1644
3.39635,556.019
3.36001,2.10438
3.36001,543.825
3.35527,13.9854
3.35527,479.512
3.33483,7.07222
3.33483,509.552
3.35131,13.7383
3.35131,406.905
3.40759,2.9685
3.40092,7.76558
3.40092,454.492
3.33656,30.7244
3.33656,542.294
3.37757,-13.3703
3.37757,477.834
3.40689,4.12204
3.40689,528.44
3.39191,31.3789
3.39191,592.513
3.35523,22.3355
3.35523,436.033
3.37134,37.6527
3.37134,381.461
3.36667,20.1245
3.36667,572.465
3.37005,14.3515
3.37005,497.56
3.36956,9.94615
3.36956,718.581
3.35521,-2.86195
3.35521,415.482
3.36622,53.1018
3.36622,532.13
3.35867,-3.94411
3.35867,583.927
3.40155,16.7075
3.40155,623.354
3.34891,29.9469
3.34891,529.456
3.37439,-8.32791
3.37439,576.648
3.39625,4.93278
3.39625,754.492
3.36174,38.2402
3.36174,677.287
3.37668,-12.9674
3.37668,484.932
3.38629,11.8295
3.37541,48.0202
3.37541,708.562
3.40269,14.9795
3.40269,497.216
3.36186,15.714
3.36186,662.217
3.37367,46.9506
3.37367,623.858
3.36094,47.1478
3.3616,21.4773
3.3616,512.365
3.38346,16.3075
3.38346,483.529
3.39476,49.7896
3.39476,689.066
3.33432,4.24449
3.33432,578.357
3.40423,46.5913
3.40423,500.487
3.35889,16.7958
3.35889,503.054
3.33284,5.56179
3.33284,512.044
3.39376,29.6366
3.39376,590.254
3.33523,-0.191993
3.33523,545.108
3.38561,7.93595
3.38561,511.555
3.36623,24.5596
3.38793,61.1618
3.38793,650.27
3.36917,20.0692
3.36917,425.139
3.33584,37.9045
3.33584,513.616
3.39604,-2.50753
3.39604,529.165
3.39621,35.1025
3.39621,413.975
3.38537,5.97033
3.38537,321.601
3.37958,2.33403
3.37958,563.496
3.39141,43.6033
3.39141,574.835
3.37055,23.9159
3.37055,739.493
3.33272,-20.8027
3.33272,471.031
3.3317,18.6758
3.3317,511.72
3.38957,-1.24744
3.3324,16.5391
3.41179,36.8893
3.33773,15.6421
3.33773,642.303
3.39152,22.4741
3.39152,730.569
3.40511,21.1386
3.40511,456.001
3.32485,21.0842
3.32485,420.621
3.34689,-3.67083
3.34689,492.829
3.34292,36.8617
3.34292,600.72
3.39675,19.1118
3.39675,583.415
3.35708,46.6563
3.35708,588.415
3.41509,55.2881
3.41509,512.345
3.35164,-0.614844
3.35164,587.802
3.3721,23.4532
3.3721,422.792
3.37248,-2.21559
3.31894,25.9904
3.31894,580.668
3.36377,-24.6729
3.3617,38.8663
3.3617,550.473
3.32619,33.4904
3.34918,45.5471
3.34918,446.25
3.35868,39.5733
3.35868,394.209
3.35207,19.1853
3.35207,528.68
3.35071,2.27453
3.35071,407.147
3.34834,19.7067
3.34834,553.337
3.38366,34.3453
3.38366,492.941
3.35789,68.1227
3.33,36.088
3.33,389.639
3.36814,-11.6566
3.33836,37.1081
3.33836,620.311
3.37844,17.8128
3.37844,433.227
3.34438,-23.4442
3.34438,514.425
3.34022,8.41804
3.34022,533.559
3.35695,-10.3936
3.35695,419.786
3.37826,0.714306
3.37826,506.79
3.35981,6.06351
3.35981,732.854
3.33168,13.675
3.33168,479.83
3.33697,35.2267
3.33697,563.423
3.37487,13.5695
3.3422,13.2335
3.34463,7.80088
3.34463,650.85
3.33889,24.7187
3.33889,553.022
3.36445,24.1236
3.36445,550.162
3.35012,-2.10352
3.35012,617.139
3.41672,-3.46513
3.41672,549.691
3.34425,31.729
3.34425,504.393
3.38768,46.3409
3.38411,44.6177
3.38411,545.902
3.37979,45.2268
3.37979,494.194
3.37516,32.7438
3.36096,6.31418
3.36096,414.943
3.3426,-16.668
3.3426,341.81
3.37877,9.82601
3.37877,406.773
3.39094,3.76835
3.39094,439.652
3.36119,23.9322
3.36804,17.6402
3.38677,1.58238
3.38677,509.812
3.39922,31.5724
3.39922,522.873
3.37096,2.9898
3.37096,553.158
3.36067,13.5459
3.36067,643.6
3.353,16.9205
3.353,488.541
3.37226,13.3063
3.37226,734.971
3.35056,-7.01739
3.35056,545.868
3.32676,34.9256
3.32676,492.394
3.37136,25.858
3.37136,542.24
3.38433,28.6454
3.38433,491.96
3.3531,9.63256
3.3531,617.46
3.31899,-0.132251
3.31899,586.55
3.35193,12.0155
3.38461,2.00174
3.38461,562.612
3.33388,20.1571
3.33388,881.795
3.38518,8.96226
3.38518,616.951
3.38146,16.4426
3.38146,475.034
3.34129,9.51598
3.34129,486.347
3.34381,19.9701
3.34381,626.951
3.37819,15.021
3.37819,423.187
3.38808,14.6484
3.38808,507.155
3.36069,2.9085
3.36069,517.731
3.33539,18.5721
3.33539,647.044
3.37262,9.70625
3.37262,460.036
3.35772,3.63229
3.35772,519.587
3.38502,17.9054
3.33731,21.2001
3.33731,478.389
3.42147,30.6498
